project,id,pattern,flags,hash,english,chromium_all,chromium_pairs,chromium_all_vs_english_pct,chromium_all_vs_hash_pct,chromium_pairs_vs_english_pct,chromium_pairs_vs_hash_pct
vllm,quoted_device,"[\""'](?:cuda|cpu|rocm)[\""']",,12.022417,12.5535,12.459375,12.297292,-0.7497908949695264,3.634527067227822,-2.0409288246305723,2.2863539003845856
vllm,icase_sampling,\bSamplingParams\b,-i,11.284417,12.720375,12.605625,12.028709,-0.9020960466967431,11.708252185292345,-5.437465483525461,6.595750582418214
vllm,icase_platform,\b(cuda|rocm)\b,-i,25.389208,25.855625,25.626459,25.738334,-0.8863293770697833,0.9344560885869324,-0.45363823152603233,1.375096064438086
vllm,icase_todo,\b(TODO|FIXME)\b,-i,11.631542,11.4575,11.468375,11.560708,0.09491599389046534,-1.4027976686152188,0.9007898756273169,-0.6089820249112199
vllm,icase_env,\b(VLLM|CUDA)_[A-Z0-9_]+\b,-i,37.354542,38.462667,38.017958,37.601084,-1.1562094745016127,1.7759982172984357,-2.2400500724507832,0.6600054151379986
vllm,icase_logger,logger\.(warning|error)\(,-i,11.577292,11.137375,11.198416,11.272667,0.5480734912849616,-3.272578768851986,1.2147566190417347,-2.63122844271354
vllm,icase_literal,get_tensor_model_parallel_world_size,-i -F,14.293625,9.235125,9.226833,11.326417,-0.08978763146141322,-35.447914717225345,22.644977734464877,-20.758960725498266
vllm,digits,"\b[0-9]{2,4}\b",,104.36225,103.889666,105.150208,104.241541,1.2133468597348207,0.7550220505978089,0.33870067500263445,-0.11566347026823465
vllm,hex_number,\b0x[0-9A-Fa-f]+\b,,9.475292,9.367417,9.263708,9.247625,-1.1071248349464935,-2.233007700448708,-1.2788157076812134,-2.40274389433065
vllm,short_word,\bif\b,,86.250708,86.335458,86.328583,85.734708,-0.007963124490528717,0.09028911391659733,-0.6958322963897423,-0.59825595866414
vllm,blank_lines,^[ \t]*$,,167.769917,166.672,166.248208,166.8375,-0.2542670634539612,-0.9070213702257357,0.09929682250169325,-0.5557712709603257
vllm,absent_regex,\bCODERG_BENCH_ABSENT_[0-9]{8}\b,,5.7245,5.838833,5.847209,5.745833,0.14345332363505658,2.143575858153568,-1.5927840374951652,0.37266136780504944
vllm,wide_icase_asyncmock,\basyncmock\b,-i,6.794,6.584917,6.525209,6.56675,-0.9067388396846843,-3.95629967618486,-0.2758880635853167,-3.344863114512797
vllm,wide_icase_cache,\b(kv_cache|block_size)\b,-i,33.378375,32.310625,32.281667,32.49525,-0.08962376927095228,-3.2856842191988034,0.5714064645917505,-2.6457998629352053
vllm,wide_icase_class_attention,class[ \t]+\w*Attention\b,-i,17.04175,16.481917,16.680416,16.684667,1.2043441306008429,-2.1202869423621373,1.230136033326712,-2.0953423210644417
vllm,wide_icase_def_forward,def[ \t]+forward\b,-i,17.368416,17.646167,18.133875,17.65925,2.763818340832902,4.407189463909655,0.0741407468262123,1.6744992750058474
vllm,wide_icase_config,\bmax_(model_len|num_seqs)\b,-i,16.937792,17.064417,16.710083,16.700875,-2.0764494913597,-1.3443842030885778,-2.130409729204341,-1.398747841513237
vllm,wide_icase_exceptions,\b(ValueError|RuntimeError|NotImplementedError)\b,-i,39.407584,39.448834,39.848834,39.782583,1.0139716677050492,1.1197083282243225,0.846030075312254,0.9515909424947289
vllm,wide_icase_tensor_creation,\b(torch|numpy)\.(empty|zeros|ones)\b,-i,22.616709,23.8595,24.75525,23.230959,3.7542697877155806,9.455579943129667,-2.6343427146419796,2.715912381416752
vllm,wide_icase_async_def,async[ \t]+def[ \t]+\w+,-i,12.915667,12.928125,12.939375,12.772084,0.08701957940537852,0.1835600128123449,-1.2069886391104623,-1.1116963607067265
viberwhisper,word_return,\breturn\b,,4.58975,4.449667,4.683417,4.616291,5.253202093549936,2.040786535214334,3.744639767425295,0.5782667901301775
viberwhisper,errors,\b(Error|Result|Exception|ValueError)\b,,4.819708,4.72275,4.766292,4.758083,0.9219628394473656,-1.1082829084251622,0.7481446191308194,-1.2786044299779253
viberwhisper,todo,\b(TODO|FIXME)\b,-i,4.012,4.129083,4.009792,4.11125,-2.8890434026150547,-0.055034895314043375,-0.4318876612555256,2.473828514456633
viberwhisper,short,if,-F -l,4.7705,4.806084,4.765917,4.773417,-0.8357531828407594,-0.09606959438214213,-0.6797009790091013,0.06114663033225387
viberwhisper,digits,"\b[0-9]{2,4}\b",-c,5.002459,4.975291,5.002,5.077208,0.5368329209286316,-0.009175487495249879,2.0484630949224814,1.4942451302449422
viberwhisper,absent,CODERG_WIDE_ABSENT_92be7,-F,3.831041,3.784625,3.805792,3.975125,0.5592892294480789,-0.6590636853012088,5.033523796941575,3.7609620988133585
viberwhisper,literal,Transcription,-F,4.142292,4.229333,4.341208,4.405208,2.645216160562436,4.802075759024227,4.158457137331117,6.347114109773044
viberwhisper,icase_literal,transcription,-i -F,5.264042,5.104958,5.10075,5.222667,-0.0824296693528126,-3.102026921517731,2.3057780299074127,-0.7859929689010725
viberwhisper,function,\bfn[ \t]+[a-z_][a-z_0-9]*,,4.870417,4.950916,4.923959,4.826417,-0.5444851013428731,1.099330919713859,-2.5146659729229914,-0.9034134038214736
viberwhisper,public,\bpub(?:\([^\n)]*\))?[ \t]+(?:struct|enum|fn)\b,,4.775833,4.951709,4.794916,4.872375,-3.166442131393432,0.399574273221015,-1.6021539230193116,2.0214693436725995
viberwhisper,impl,^impl(?:<[^\n>]+>)?[ \t]+,,4.489083,4.436875,4.426666,4.39275,-0.2300943794900645,-1.3904175975360644,-0.9945062684885042,-2.1459393822747197
viberwhisper,use,^use[ \t]+(?:std|crate)::,,4.478959,4.483166,4.5545,4.593334,1.5911523240495828,1.686574938506924,2.4573705278814195,2.553606764428973
viberwhisper,derive,#\[derive\(,,4.139666,4.12975,4.130584,4.252042,0.020194927053696077,-0.21938968023024197,2.9612446273987736,2.7146151404485286
viberwhisper,unwrap,\.(?:unwrap|expect)\(,,4.32575,4.392584,4.331584,4.393875,-1.3887042342275002,0.13486678610645786,0.029390445350618855,1.574871409582168
viberwhisper,async,\basync[ \t]+fn[ \t]+\w+,,4.219125,4.137917,4.31875,4.253917,4.370145655410673,2.3612715906734083,2.803342841337808,0.8246259591740079
viberwhisper,common_files,self,-F -l,4.261417,4.332583,4.332375,4.341208,-0.004800831282392171,1.6651268815044418,0.1990729317822737,1.8724053524919126
agentflow,word_return,\breturn\b,,4.717459,4.658958,4.708375,4.7385,1.0606878190359215,-0.19256129200062588,1.7072916304461172,0.4460240141991756
agentflow,errors,\b(Error|Result|Exception|ValueError)\b,,4.501042,4.521458,4.644542,4.574583,2.72221924874676,3.1881506548928185,1.174952858126721,1.6338661136687804
agentflow,todo,\b(TODO|FIXME)\b,-i,4.251292,4.262459,4.129916,4.226166,-3.109543106455692,-2.8550379508159085,-0.851456870318279,-0.5910203298197358
agentflow,short,if,-F -l,4.636292,4.744541,4.78,4.802292,0.747364181276966,3.099632206081937,1.2172094202579364,3.580447478286519
agentflow,digits,"\b[0-9]{2,4}\b",-c,5.549959,5.502083,5.502375,5.498417,0.005307080972793976,-0.857375703135832,-0.06662931111726111,-0.9286915452888955
agentflow,absent,CODERG_WIDE_ABSENT_92be7,-F,3.892459,3.821875,3.772708,3.71125,-1.286462796402288,-3.07648712549059,-2.894521668029426,-4.655386222436764
agentflow,literal,review_batch,-F,3.917709,3.870667,3.835958,3.938625,-0.896718834247423,-2.086704244751192,1.7557180713298148,0.533883450761663
agentflow,icase_literal,review_batch,-i -F,4.619042,4.530042,4.590042,4.523875,1.3244910312089964,-0.627835815305422,-0.13613560315774986,-2.060319001212807
agentflow,function,\bdef[ \t]+[a-z_][a-z_0-9]*,,4.958709,5.222542,4.985083,4.973708,-4.546808814558112,0.5318723078930443,-4.764614626363938,0.30247792318525146
agentflow,class,^class[ \t]+\w+,,4.735416,4.785,4.752583,4.761375,-0.6774712643678238,0.36252358821273756,-0.49373040752350716,0.548188374579972
agentflow,import,^from[ \t]+[\w.]+[ \t]+import\b,,5.202792,5.247208,5.217625,5.146041,-0.5637855408056947,0.285096924881878,-1.9280158133620606,-1.0907797198119629
agentflow,decorator,^[ \t]*@[A-Za-z_][\w.]*,,5.123292,5.127667,5.131333,5.124875,0.07149450227559306,0.15694986738994388,-0.05444971368069318,0.030898102235821234
agentflow,async,\basync[ \t]+def[ \t]+\w+,,4.837666,4.939625,4.855083,4.822125,-1.7115064402662306,0.3600289891861008,-2.3787230812055693,-0.3212499581409678
agentflow,db,\b(session|transaction|connection)\b,-i,5.362625,5.3665,5.364584,5.313417,-0.03570297214200435,0.03653061700192861,-0.9891549427000879,-0.9176103121139367
agentflow,test,\bdef[ \t]+test_\w+,,4.56975,4.514208,4.644666,4.722458,2.8899421559662297,1.6393894633185635,4.613212328718563,3.3417145358061173
agentflow,common_files,self,-F -l,4.302959,4.311,4.389083,4.361125,1.8112502899559457,2.0015064052434584,1.16272326606357,1.3517674697806736
chromium,max_file_size,MAX_FILE_SIZE,-F,61.252875,61.755208,61.625458,60.955167,-0.2101037373236636,0.6082702240506999,-1.2955036925792585,-0.48603106384802475
chromium,weak_ptr_factory,WeakPtrFactory,-F,131.571334,129.219542,128.762333,132.637208,-0.35382341782327353,-2.1349642924499035,2.644852277838905,0.8101111143252293
chromium,icase_weak_ptr_factory,WeakPtrFactory,-i -F,183.839792,148.095166,148.4485,149.027708,0.23858577531152836,-19.251159727160694,0.6296910460939609,-18.93609844815316
chromium,bind_once,base::BindOnce,-F,225.077458,227.002833,226.331959,205.687792,-0.2955355187131081,0.5573641230655735,-9.389768717115532,-8.614663668362565
chromium,histogram,\bUmaHistogram(Boolean|Enumeration)\b,,100.374125,94.181333,92.043042,115.411083,-2.2703978929667468,-8.300030510851286,22.5413564702891,14.980910667963476
chromium,absent,CODERG_DISTRIBUTION_ABSENT_92be7,-F,55.047666,55.294875,55.048334,55.303334,-0.44586591433655176,0.0012134937746433039,0.015297981955830764,0.46444839278017014
